SAMPLE_NAME	JC2084_S48_R1_001
GSP2_149_UNIQUE_DNA_START_SITES_PERCENT	0.291
GSP2_149_UNIQUE_DNA_MEAN_FRAGMENT_LENGTH	242.210526316
GSP2_149_UNIQUE_DNA_MEDIAN_FRAGMENT_LENGTH	159
GSP2_149_UNIQUE_AMBIG_READS	103
GSP2_149_UNIQUE_AMBIG_READS_PERCENT	0.957
GSP2_149_UNIQUE_AMBIG_START_SITES	49
GSP2_149_UNIQUE_AMBIG_START_SITES_PERCENT	1.100
GSP2_149_UNIQUE_AMBIG_MEAN_FRAGMENT_LENGTH	68.7087378641
GSP2_149_UNIQUE_AMBIG_MEDIAN_FRAGMENT_LENGTH	63
GSP2_149_UNIQUE_START_SITES	70
GSP2_149_UNIQUE_START_SITES_PERCENT	0.661
GSP2_150_NAME	SMAD4_chr18_48591941_24_-_A1_GSP2
GSP2_150_TYPE	TARGET
GSP2_150_UNIQUE_READS	102
GSP2_150_RAW_READS	1712
GSP2_150_UNIQUE_READS_PERCENT	0.415
GSP2_150_UNIQUE_RNA_READS	3
GSP2_150_UNIQUE_RNA_READS_PERCENT	0.380
GSP2_150_UNIQUE_RNA_START_SITES	3
GSP2_150_UNIQUE_RNA_START_SITES_PERCENT	0.424
GSP2_150_UNIQUE_RNA_MEAN_FRAGMENT_LENGTH	150.0
GSP2_150_UNIQUE_RNA_MEDIAN_FRAGMENT_LENGTH	145
GSP2_150_UNIQUE_DNA_READS	10
GSP2_150_UNIQUE_DNA_READS_PERCENT	0.077
GSP2_150_UNIQUE_DNA_START_SITES	10
GSP2_150_UNIQUE_DNA_START_SITES_PERCENT	0.153
GSP2_150_UNIQUE_DNA_MEAN_FRAGMENT_LENGTH	242.0
GSP2_150_UNIQUE_DNA_MEDIAN_FRAGMENT_LENGTH	215.0
GSP2_150_UNIQUE_AMBIG_READS	89
GSP2_150_UNIQUE_AMBIG_READS_PERCENT	0.827
GSP2_150_UNIQUE_AMBIG_START_SITES	55
GSP2_150_UNIQUE_AMBIG_START_SITES_PERCENT	1.235
GSP2_150_UNIQUE_AMBIG_MEAN_FRAGMENT_LENGTH	79.6292134831
GSP2_150_UNIQUE_AMBIG_MEDIAN_FRAGMENT_LENGTH	73
GSP2_150_UNIQUE_START_SITES	68
GSP2_150_UNIQUE_START_SITES_PERCENT	0.642
GSP2_151_NAME	TIMP1_rs5953060_G-C_chrX_47444820_21_+_GSP2
GSP2_151_TYPE	TARGET
GSP2_151_UNIQUE_READS	20
GSP2_151_RAW_READS	26
GSP2_151_UNIQUE_READS_PERCENT	0.081
GSP2_151_UNIQUE_RNA_READS	0
GSP2_151_UNIQUE_RNA_READS_PERCENT	0.000
GSP2_151_UNIQUE_RNA_START_SITES	0
GSP2_151_UNIQUE_RNA_START_SITES_PERCENT	0.000
GSP2_151_UNIQUE_RNA_MEAN_FRAGMENT_LENGTH	0
GSP2_151_UNIQUE_RNA_MEDIAN_FRAGMENT_LENGTH	0
GSP2_151_UNIQUE_DNA_READS	0
GSP2_151_UNIQUE_DNA_READS_PERCENT	0.000
GSP2_151_UNIQUE_DNA_START_SITES	0
GSP2_151_UNIQUE_DNA_START_SITES_PERCENT	0.000
GSP2_151_UNIQUE_DNA_MEAN_FRAGMENT_LENGTH	0
GSP2_151_UNIQUE_DNA_MEDIAN_FRAGMENT_LENGTH	0
GSP2_151_UNIQUE_AMBIG_READS	20
GSP2_151_UNIQUE_AMBIG_READS_PERCENT	0.186
GSP2_151_UNIQUE_AMBIG_START_SITES	16
GSP2_151_UNIQUE_AMBIG_START_SITES_PERCENT	0.359
GSP2_151_UNIQUE_AMBIG_MEAN_FRAGMENT_LENGTH	90.8
GSP2_151_UNIQUE_AMBIG_MEDIAN_FRAGMENT_LENGTH	80.0
GSP2_151_UNIQUE_START_SITES	16
GSP2_151_UNIQUE_START_SITES_PERCENT	0.151
GSP2_152_NAME	TP53_chr17_7572861_20_+_A1_GSP2
GSP2_152_TYPE	TARGET
GSP2_152_UNIQUE_READS	72
GSP2_152_RAW_READS	2036
GSP2_152_UNIQUE_READS_PERCENT	0.293
GSP2_152_UNIQUE_RNA_READS	7
GSP2_152_UNIQUE_RNA_READS_PERCENT	0.887
GSP2_152_UNIQUE_RNA_START_SITES	7
GSP2_152_UNIQUE_RNA_START_SITES_PERCENT	0.989
GSP2_152_UNIQUE_RNA_MEAN_FRAGMENT_LENGTH	113.428571429
GSP2_152_UNIQUE_RNA_MEDIAN_FRAGMENT_LENGTH	108
GSP2_152_UNIQUE_DNA_READS	9
GSP2_152_UNIQUE_DNA_READS_PERCENT	0.069
GSP2_152_UNIQUE_DNA_START_SITES	9
GSP2_152_UNIQUE_DNA_START_SITES_PERCENT	0.138
GSP2_152_UNIQUE_DNA_MEAN_FRAGMENT_LENGTH	142.666666667
GSP2_152_UNIQUE_DNA_MEDIAN_FRAGMENT_LENGTH	158
GSP2_152_UNIQUE_AMBIG_READS	56
GSP2_152_UNIQUE_AMBIG_READS_PERCENT	0.520
GSP2_152_UNIQUE_AMBIG_START_SITES	35
GSP2_152_UNIQUE_AMBIG_START_SITES_PERCENT	0.786
GSP2_152_UNIQUE_AMBIG_MEAN_FRAGMENT_LENGTH	89.0535714286
GSP2_152_UNIQUE_AMBIG_MEDIAN_FRAGMENT_LENGTH	88.5
GSP2_152_UNIQUE_START_SITES	51
GSP2_152_UNIQUE_START_SITES_PERCENT	0.481
GSP2_153_NAME	TP53_chr17_7572964_23_+_A1_GSP2
GSP2_153_TYPE	TARGET
GSP2_153_UNIQUE_READS	113
GSP2_153_RAW_READS	1483
GSP2_153_UNIQUE_READS_PERCENT	0.459
GSP2_153_UNIQUE_RNA_READS	0
GSP2_153_UNIQUE_RNA_READS_PERCENT	0.000
GSP2_153_UNIQUE_RNA_START_SITES	0
GSP2_153_UNIQUE_RNA_START_SITES_PERCENT	0.000
GSP2_153_UNIQUE_RNA_MEAN_FRAGMENT_LENGTH	0
GSP2_153_UNIQUE_RNA_MEDIAN_FRAGMENT_LENGTH	0
GSP2_153_UNIQUE_DNA_READS	82
GSP2_153_UNIQUE_DNA_READS_PERCENT	0.628
GSP2_153_UNIQUE_DNA_START_SITES	46
GSP2_153_UNIQUE_DNA_START_SITES_PERCENT	0.703
GSP2_153_UNIQUE_DNA_MEAN_FRAGMENT_LENGTH	86.512195122
GSP2_153_UNIQUE_DNA_MEDIAN_FRAGMENT_LENGTH	68
GSP2_153_UNIQUE_AMBIG_READS	31
GSP2_153_UNIQUE_AMBIG_READS_PERCENT	0.288
GSP2_153_UNIQUE_AMBIG_START_SITES	9
GSP2_153_UNIQUE_AMBIG_START_SITES_PERCENT	0.202
GSP2_153_UNIQUE_AMBIG_MEAN_FRAGMENT_LENGTH	42.1612903226
GSP2_153_UNIQUE_AMBIG_MEDIAN_FRAGMENT_LENGTH	42
GSP2_153_UNIQUE_START_SITES	55
GSP2_153_UNIQUE_START_SITES_PERCENT	0.519
GSP2_154_NAME	TP53_chr17_7573015_23_-_A1_GSP2
GSP2_154_TYPE	TARGET
GSP2_154_UNIQUE_READS	112
GSP2_154_RAW_READS	2077
GSP2_154_UNIQUE_READS_PERCENT	0.455
GSP2_154_UNIQUE_RNA_READS	6
GSP2_154_UNIQUE_RNA_READS_PERCENT	0.760
GSP2_154_UNIQUE_RNA_START_SITES	5
GSP2_154_UNIQUE_RNA_START_SITES_PERCENT	0.706
GSP2_154_UNIQUE_RNA_MEAN_FRAGMENT_LENGTH	164.666666667
GSP2_154_UNIQUE_RNA_MEDIAN_FRAGMENT_LENGTH	177
GSP2_154_UNIQUE_DNA_READS	106
GSP2_154_UNIQUE_DNA_READS_PERCENT	0.812
GSP2_154_UNIQUE_DNA_START_SITES	57
GSP2_154_UNIQUE_DNA_START_SITES_PERCENT	0.872
GSP2_154_UNIQUE_DNA_MEAN_FRAGMENT_LENGTH	83.5754716981
GSP2_154_UNIQUE_DNA_MEDIAN_FRAGMENT_LENGTH	74.5
GSP2_154_UNIQUE_AMBIG_READS	0
GSP2_154_UNIQUE_AMBIG_READS_PERCENT	0.000
GSP2_154_UNIQUE_AMBIG_START_SITES	0
GSP2_154_UNIQUE_AMBIG_START_SITES_PERCENT	0.000
GSP2_154_UNIQUE_AMBIG_MEAN_FRAGMENT_LENGTH	0
GSP2_154_UNIQUE_AMBIG_MEDIAN_FRAGMENT_LENGTH	0
GSP2_154_UNIQUE_START_SITES	62
GSP2_154_UNIQUE_START_SITES_PERCENT	0.585
GSP2_155_NAME	TP53_chr17_7573859_27_+_A1_GSP2
GSP2_155_TYPE	TARGET
GSP2_155_UNIQUE_READS	162
GSP2_155_RAW_READS	2598
GSP2_155_UNIQUE_READS_PERCENT	0.658
GSP2_155_UNIQUE_RNA_READS	6
GSP2_155_UNIQUE_RNA_READS_PERCENT	0.760
GSP2_155_UNIQUE_RNA_START_SITES	4
GSP2_155_UNIQUE_RNA_START_SITES_PERCENT	0.565
GSP2_155_UNIQUE_RNA_MEAN_FRAGMENT_LENGTH	176.0
GSP2_155_UNIQUE_RNA_MEDIAN_FRAGMENT_LENGTH	179.0
GSP2_155_UNIQUE_DNA_READS	156
GSP2_155_UNIQUE_DNA_READS_PERCENT	1.196
GSP2_155_UNIQUE_DNA_START_SITES	84
GSP2_155_UNIQUE_DNA_START_SITES_PERCENT	1.284
GSP2_155_UNIQUE_DNA_MEAN_FRAGMENT_LENGTH	98.0064102564
GSP2_155_UNIQUE_DNA_MEDIAN_FRAGMENT_LENGTH	85
GSP2_155_UNIQUE_AMBIG_READS	0
GSP2_155_UNIQUE_AMBIG_READS_PERCENT	0.000
GSP2_155_UNIQUE_AMBIG_START_SITES	0
GSP2_155_UNIQUE_AMBIG_START_SITES_PERCENT	0.000
GSP2_155_UNIQUE_AMBIG_MEAN_FRAGMENT_LENGTH	0
GSP2_155_UNIQUE_AMBIG_MEDIAN_FRAGMENT_LENGTH	0
GSP2_155_UNIQUE_START_SITES	87
GSP2_155_UNIQUE_START_SITES_PERCENT	0.821
GSP2_156_NAME	TP53_chr17_7573991_24_+_A1_GSP2
GSP2_156_TYPE	TARGET
GSP2_156_UNIQUE_READS	107
GSP2_156_RAW_READS	1109
GSP2_156_UNIQUE_READS_PERCENT	0.435
GSP2_156_UNIQUE_RNA_READS	0
GSP2_156_UNIQUE_RNA_READS_PERCENT	0.000
GSP2_156_UNIQUE_RNA_START_SITES	0
GSP2_156_UNIQUE_RNA_START_SITES_PERCENT	0.000
GSP2_156_UNIQUE_RNA_MEAN_FRAGMENT_LENGTH	0
GSP2_156_UNIQUE_RNA_MEDIAN_FRAGMENT_LENGTH	0
GSP2_156_UNIQUE_DNA_READS	90
GSP2_156_UNIQUE_DNA_READS_PERCENT	0.690
GSP2_156_UNIQUE_DNA_START_SITES	43
GSP2_156_UNIQUE_DNA_START_SITES_PERCENT	0.657
GSP2_156_UNIQUE_DNA_MEAN_FRAGMENT_LENGTH	91.5111111111
GSP2_156_UNIQUE_DNA_MEDIAN_FRAGMENT_LENGTH	72
GSP2_156_UNIQUE_AMBIG_READS	17
GSP2_156_UNIQUE_AMBIG_READS_PERCENT	0.158
GSP2_156_UNIQUE_AMBIG_START_SITES	7
GSP2_156_UNIQUE_AMBIG_START_SITES_PERCENT	0.157
GSP2_156_UNIQUE_AMBIG_MEAN_FRAGMENT_LENGTH	41.0588235294
GSP2_156_UNIQUE_AMBIG_MEDIAN_FRAGMENT_LENGTH	43
GSP2_156_UNIQUE_START_SITES	50
GSP2_156_UNIQUE_START_SITES_PERCENT	0.472
GSP2_157_NAME	TP53_chr17_7573992_25_-_A1_GSP2
GSP2_157_TYPE	TARGET
GSP2_157_UNIQUE_READS	123
GSP2_157_RAW_READS	1790
GSP2_157_UNIQUE_READS_PERCENT	0.500
GSP2_157_UNIQUE_RNA_READS	2
GSP2_157_UNIQUE_RNA_READS_PERCENT	0.253
GSP2_157_UNIQUE_RNA_START_SITES	2
GSP2_157_UNIQUE_RNA_START_SITES_PERCENT	0.282
GSP2_157_UNIQUE_RNA_MEAN_FRAGMENT_LENGTH	158.5
GSP2_157_UNIQUE_RNA_MEDIAN_FRAGMENT_LENGTH	158.5
GSP2_157_UNIQUE_DNA_READS	42
GSP2_157_UNIQUE_DNA_READS_PERCENT	0.322
GSP2_157_UNIQUE_DNA_START_SITES	31
GSP2_157_UNIQUE_DNA_START_SITES_PERCENT	0.474
GSP2_157_UNIQUE_DNA_MEAN_FRAGMENT_LENGTH	146.238095238
GSP2_157_UNIQUE_DNA_MEDIAN_FRAGMENT_LENGTH	131.0
GSP2_157_UNIQUE_AMBIG_READS	79
GSP2_157_UNIQUE_AMBIG_READS_PERCENT	0.734
GSP2_157_UNIQUE_AMBIG_START_SITES	42
GSP2_157_UNIQUE_AMBIG_START_SITES_PERCENT	0.943
GSP2_157_UNIQUE_AMBIG_MEAN_FRAGMENT_LENGTH	69.0253164557
GSP2_157_UNIQUE_AMBIG_MEDIAN_FRAGMENT_LENGTH	71
GSP2_157_UNIQUE_START_SITES	75
GSP2_157_UNIQUE_START_SITES_PERCENT	0.708
GSP2_158_NAME	TP53_chr17_7574050_32_-_A1_GSP2
GSP2_158_TYPE	TARGET
GSP2_158_UNIQUE_READS	89
GSP2_158_RAW_READS	3190
GSP2_158_UNIQUE_READS_PERCENT	0.362
GSP2_158_UNIQUE_RNA_READS	3
GSP2_158_UNIQUE_RNA_READS_PERCENT	0.380
GSP2_158_UNIQUE_RNA_START_SITES	3
GSP2_158_UNIQUE_RNA_START_SITES_PERCENT	0.424
GSP2_158_UNIQUE_RNA_MEAN_FRAGMENT_LENGTH	138.333333333
GSP2_158_UNIQUE_RNA_MEDIAN_FRAGMENT_LENGTH	145
GSP2_158_UNIQUE_DNA_READS	86
GSP2_158_UNIQUE_DNA_READS_PERCENT	0.659
GSP2_158_UNIQUE_DNA_START_SITES	46
GSP2_158_UNIQUE_DNA_START_SITES_PERCENT	0.703
GSP2_158_UNIQUE_DNA_MEAN_FRAGMENT_LENGTH	76.1046511628
GSP2_158_UNIQUE_DNA_MEDIAN_FRAGMENT_LENGTH	66.5
GSP2_158_UNIQUE_AMBIG_READS	0
GSP2_158_UNIQUE_AMBIG_READS_PERCENT	0.000
GSP2_158_UNIQUE_AMBIG_START_SITES	0
GSP2_158_UNIQUE_AMBIG_START_SITES_PERCENT	0.000
GSP2_158_UNIQUE_AMBIG_MEAN_FRAGMENT_LENGTH	0
GSP2_158_UNIQUE_AMBIG_MEDIAN_FRAGMENT_LENGTH	0
GSP2_158_UNIQUE_START_SITES	49
GSP2_158_UNIQUE_START_SITES_PERCENT	0.462
GSP2_159_NAME	TP53_chr17_7576470_31_+_A1_GSP2
GSP2_159_TYPE	TARGET
GSP2_159_UNIQUE_READS	357
GSP2_159_RAW_READS	3450
GSP2_159_UNIQUE_READS_PERCENT	1.451
GSP2_159_UNIQUE_RNA_READS	35
GSP2_159_UNIQUE_RNA_READS_PERCENT	4.436
GSP2_159_UNIQUE_RNA_START_SITES	30
GSP2_159_UNIQUE_RNA_START_SITES_PERCENT	4.237
GSP2_159_UNIQUE_RNA_MEAN_FRAGMENT_LENGTH	161.771428571
GSP2_159_UNIQUE_RNA_MEDIAN_FRAGMENT_LENGTH	132
GSP2_159_UNIQUE_DNA_READS	322
GSP2_159_UNIQUE_DNA_READS_PERCENT	2.468
GSP2_159_UNIQUE_DNA_START_SITES	92
GSP2_159_UNIQUE_DNA_START_SITES_PERCENT	1.407
GSP2_159_UNIQUE_DNA_MEAN_FRAGMENT_LENGTH	74.0279503106
GSP2_159_UNIQUE_DNA_MEDIAN_FRAGMENT_LENGTH	64
GSP2_159_UNIQUE_AMBIG_READS	0
GSP2_159_UNIQUE_AMBIG_READS_PERCENT	0.000
GSP2_159_UNIQUE_AMBIG_START_SITES	0
GSP2_159_UNIQUE_AMBIG_START_SITES_PERCENT	0.000
GSP2_159_UNIQUE_AMBIG_MEAN_FRAGMENT_LENGTH	0
GSP2_159_UNIQUE_AMBIG_MEDIAN_FRAGMENT_LENGTH	0
GSP2_159_UNIQUE_START_SITES	122
GSP2_159_UNIQUE_START_SITES_PERCENT	1.151
GSP2_160_NAME	TP53_chr17_7576572_29_+_A1_GSP2
GSP2_160_TYPE	TARGET
GSP2_160_UNIQUE_READS	139
GSP2_160_RAW_READS	2539
GSP2_160_UNIQUE_READS_PERCENT	0.565
GSP2_160_UNIQUE_RNA_READS	3
GSP2_160_UNIQUE_RNA_READS_PERCENT	0.380
GSP2_160_UNIQUE_RNA_START_SITES	2
GSP2_160_UNIQUE_RNA_START_SITES_PERCENT	0.282
GSP2_160_UNIQUE_RNA_MEAN_FRAGMENT_LENGTH	154.666666667
GSP2_160_UNIQUE_RNA_MEDIAN_FRAGMENT_LENGTH	173
GSP2_160_UNIQUE_DNA_READS	44
GSP2_160_UNIQUE_DNA_READS_PERCENT	0.337
GSP2_160_UNIQUE_DNA_START_SITES	29
GSP2_160_UNIQUE_DNA_START_SITES_PERCENT	0.443
GSP2_160_UNIQUE_DNA_MEAN_FRAGMENT_LENGTH	138.909090909
GSP2_160_UNIQUE_DNA_MEDIAN_FRAGMENT_LENGTH	117
GSP2_160_UNIQUE_AMBIG_READS	92
GSP2_160_UNIQUE_AMBIG_READS_PERCENT	0.855
GSP2_160_UNIQUE_AMBIG_START_SITES	40
GSP2_160_UNIQUE_AMBIG_START_SITES_PERCENT	0.898
GSP2_160_UNIQUE_AMBIG_MEAN_FRAGMENT_LENGTH	63.6195652174
GSP2_160_UNIQUE_AMBIG_MEDIAN_FRAGMENT_LENGTH	65
GSP2_160_UNIQUE_START_SITES	71
GSP2_160_UNIQUE_START_SITES_PERCENT	0.670
GSP2_161_NAME	TP53_chr17_7576590_29_-_A1_GSP2
GSP2_161_TYPE	TARGET
GSP2_161_UNIQUE_READS	157
GSP2_161_RAW_READS	2566
GSP2_161_UNIQUE_READS_PERCENT	0.638
GSP2_161_UNIQUE_RNA_READS	3
GSP2_161_UNIQUE_RNA_READS_PERCENT	0.380
GSP2_161_UNIQUE_RNA_START_SITES	3
GSP2_161_UNIQUE_RNA_START_SITES_PERCENT	0.424
GSP2_161_UNIQUE_RNA_MEAN_FRAGMENT_LENGTH	155.0
GSP2_161_UNIQUE_RNA_MEDIAN_FRAGMENT_LENGTH	149
GSP2_161_UNIQUE_DNA_READS	50
GSP2_161_UNIQUE_DNA_READS_PERCENT	0.383
GSP2_161_UNIQUE_DNA_START_SITES	29
GSP2_161_UNIQUE_DNA_START_SITES_PERCENT	0.443
GSP2_161_UNIQUE_DNA_MEAN_FRAGMENT_LENGTH	127.02
GSP2_161_UNIQUE_DNA_MEDIAN_FRAGMENT_LENGTH	111
GSP2_161_UNIQUE_AMBIG_READS	104
GSP2_161_UNIQUE_AMBIG_READS_PERCENT	0.966
GSP2_161_UNIQUE_AMBIG_START_SITES	42
GSP2_161_UNIQUE_AMBIG_START_SITES_PERCENT	0.943
GSP2_161_UNIQUE_AMBIG_MEAN_FRAGMENT_LENGTH	63.8076923077
GSP2_161_UNIQUE_AMBIG_MEDIAN_FRAGMENT_LENGTH	60
GSP2_161_UNIQUE_START_SITES	74
GSP2_161_UNIQUE_START_SITES_PERCENT	0.698
GSP2_162_NAME	TP53_chr17_7576699_24_-_A1_GSP2
GSP2_162_TYPE	TARGET
GSP2_162_UNIQUE_READS	111
GSP2_162_RAW_READS	3080
GSP2_162_UNIQUE_READS_PERCENT	0.451
GSP2_162_UNIQUE_RNA_READS	0
GSP2_162_UNIQUE_RNA_READS_PERCENT	0.000
GSP2_162_UNIQUE_RNA_START_SITES	0
GSP2_162_UNIQUE_RNA_START_SITES_PERCENT	0.000
GSP2_162_UNIQUE_RNA_MEAN_FRAGMENT_LENGTH	0
GSP2_162_UNIQUE_RNA_MEDIAN_FRAGMENT_LENGTH	0
GSP2_162_UNIQUE_DNA_READS	111
GSP2_162_UNIQUE_DNA_READS_PERCENT	0.851
GSP2_162_UNIQUE_DNA_START_SITES	57
GSP2_162_UNIQUE_DNA_START_SITES_PERCENT	0.872
GSP2_162_UNIQUE_DNA_MEAN_FRAGMENT_LENGTH	87.8918918919
GSP2_162_UNIQUE_DNA_MEDIAN_FRAGMENT_LENGTH	85
GSP2_162_UNIQUE_AMBIG_READS	0
GSP2_162_UNIQUE_AMBIG_READS_PERCENT	0.000
GSP2_162_UNIQUE_AMBIG_START_SITES	0
GSP2_162_UNIQUE_AMBIG_START_SITES_PERCENT	0.000
GSP2_162_UNIQUE_AMBIG_MEAN_FRAGMENT_LENGTH	0
GSP2_162_UNIQUE_AMBIG_MEDIAN_FRAGMENT_LENGTH	0
GSP2_162_UNIQUE_START_SITES	57
GSP2_162_UNIQUE_START_SITES_PERCENT	0.538
GSP2_163_NAME	TP53_chr17_7576818_27_+_A1_GSP2
GSP2_163_TYPE	TARGET
GSP2_163_UNIQUE_READS	186
GSP2_163_RAW_READS	4969
GSP2_163_UNIQUE_READS_PERCENT	0.756
GSP2_163_UNIQUE_RNA_READS	10
GSP2_163_UNIQUE_RNA_READS_PERCENT	1.267
GSP2_163_UNIQUE_RNA_START_SITES	10
GSP2_163_UNIQUE_RNA_START_SITES_PERCENT	1.412
GSP2_163_UNIQUE_RNA_MEAN_FRAGMENT_LENGTH	163.2
GSP2_163_UNIQUE_RNA_MEDIAN_FRAGMENT_LENGTH	140.0
GSP2_163_UNIQUE_DNA_READS	176
GSP2_163_UNIQUE_DNA_READS_PERCENT	1.349
GSP2_163_UNIQUE_DNA_START_SITES	80
GSP2_163_UNIQUE_DNA_START_SITES_PERCENT	1.223
GSP2_163_UNIQUE_DNA_MEAN_FRAGMENT_LENGTH	99.8409090909
GSP2_163_UNIQUE_DNA_MEDIAN_FRAGMENT_LENGTH	89
GSP2_163_UNIQUE_AMBIG_READS	0
GSP2_163_UNIQUE_AMBIG_READS_PERCENT	0.000
GSP2_163_UNIQUE_AMBIG_START_SITES	0
GSP2_163_UNIQUE_AMBIG_START_SITES_PERCENT	0.000
GSP2_163_UNIQUE_AMBIG_MEAN_FRAGMENT_LENGTH	0
GSP2_163_UNIQUE_AMBIG_MEDIAN_FRAGMENT_LENGTH	0
GSP2_163_UNIQUE_START_SITES	90
GSP2_163_UNIQUE_START_SITES_PERCENT	0.849
GSP2_164_NAME	TP53_chr17_7576936_29_-_A1_GSP2
GSP2_164_TYPE	TARGET
GSP2_164_UNIQUE_READS	181
GSP2_164_RAW_READS	4188
GSP2_164_UNIQUE_READS_PERCENT	0.736
GSP2_164_UNIQUE_RNA_READS	9
GSP2_164_UNIQUE_RNA_READS_PERCENT	1.141
GSP2_164_UNIQUE_RNA_START_SITES	9
GSP2_164_UNIQUE_RNA_START_SITES_PERCENT	1.271
GSP2_164_UNIQUE_RNA_MEAN_FRAGMENT_LENGTH	123.666666667
GSP2_164_UNIQUE_RNA_MEDIAN_FRAGMENT_LENGTH	116
GSP2_164_UNIQUE_DNA_READS	172
GSP2_164_UNIQUE_DNA_READS_PERCENT	1.318
GSP2_164_UNIQUE_DNA_START_SITES	94
GSP2_164_UNIQUE_DNA_START_SITES_PERCENT	1.437
GSP2_164_UNIQUE_DNA_MEAN_FRAGMENT_LENGTH	94.0930232558
GSP2_164_UNIQUE_DNA_MEDIAN_FRAGMENT_LENGTH	75.5
GSP2_164_UNIQUE_AMBIG_READS	0
GSP2_164_UNIQUE_AMBIG_READS_PERCENT	0.000
GSP2_164_UNIQUE_AMBIG_START_SITES	0
GSP2_164_UNIQUE_AMBIG_START_SITES_PERCENT	0.000
GSP2_164_UNIQUE_AMBIG_MEAN_FRAGMENT_LENGTH	0
GSP2_164_UNIQUE_AMBIG_MEDIAN_FRAGMENT_LENGTH	0
GSP2_164_UNIQUE_START_SITES	103
GSP2_164_UNIQUE_START_SITES_PERCENT	0.972
GSP2_165_NAME	TP53_chr17_7576959_24_+_A1_GSP2
GSP2_165_TYPE	TARGET
GSP2_165_UNIQUE_READS	168
GSP2_165_RAW_READS	6205
GSP2_165_UNIQUE_READS_PERCENT	0.683
GSP2_165_UNIQUE_RNA_READS	7
GSP2_165_UNIQUE_RNA_READS_PERCENT	0.887
GSP2_165_UNIQUE_RNA_START_SITES	6
GSP2_165_UNIQUE_RNA_START_SITES_PERCENT	0.847
GSP2_165_UNIQUE_RNA_MEAN_FRAGMENT_LENGTH	171.0
GSP2_165_UNIQUE_RNA_MEDIAN_FRAGMENT_LENGTH	163
GSP2_165_UNIQUE_DNA_READS	161
GSP2_165_UNIQUE_DNA_READS_PERCENT	1.234
GSP2_165_UNIQUE_DNA_START_SITES	79
GSP2_165_UNIQUE_DNA_START_SITES_PERCENT	1.208
GSP2_165_UNIQUE_DNA_MEAN_FRAGMENT_LENGTH	90.2857142857
GSP2_165_UNIQUE_DNA_MEDIAN_FRAGMENT_LENGTH	80
GSP2_165_UNIQUE_AMBIG_READS	0
GSP2_165_UNIQUE_AMBIG_READS_PERCENT	0.000
GSP2_165_UNIQUE_AMBIG_START_SITES	0
GSP2_165_UNIQUE_AMBIG_START_SITES_PERCENT	0.000
GSP2_165_UNIQUE_AMBIG_MEAN_FRAGMENT_LENGTH	0
GSP2_165_UNIQUE_AMBIG_MEDIAN_FRAGMENT_LENGTH	0
GSP2_165_UNIQUE_START_SITES	85
GSP2_165_UNIQUE_START_SITES_PERCENT	0.802
GSP2_166_NAME	TP53_chr17_7577058_26_+_A1_GSP2
GSP2_166_TYPE	TARGET
GSP2_166_UNIQUE_READS	132
GSP2_166_RAW_READS	2353
GSP2_166_UNIQUE_READS_PERCENT	0.537
GSP2_166_UNIQUE_RNA_READS	2
GSP2_166_UNIQUE_RNA_READS_PERCENT	0.253
GSP2_166_UNIQUE_RNA_START_SITES	2
GSP2_166_UNIQUE_RNA_START_SITES_PERCENT	0.282
GSP2_166_UNIQUE_RNA_MEAN_FRAGMENT_LENGTH	97.0
GSP2_166_UNIQUE_RNA_MEDIAN_FRAGMENT_LENGTH	97.0
GSP2_166_UNIQUE_DNA_READS	42
GSP2_166_UNIQUE_DNA_READS_PERCENT	0.322
GSP2_166_UNIQUE_DNA_START_SITES	33
GSP2_166_UNIQUE_DNA_START_SITES_PERCENT	0.505
GSP2_166_UNIQUE_DNA_MEAN_FRAGMENT_LENGTH	166.738095238
GSP2_166_UNIQUE_DNA_MEDIAN_FRAGMENT_LENGTH	151.0
GSP2_166_UNIQUE_AMBIG_READS	88
GSP2_166_UNIQUE_AMBIG_READS_PERCENT	0.817
GSP2_166_UNIQUE_AMBIG_START_SITES	37
GSP2_166_UNIQUE_AMBIG_START_SITES_PERCENT	0.831
GSP2_166_UNIQUE_AMBIG_MEAN_FRAGMENT_LENGTH	65.3863636364
GSP2_166_UNIQUE_AMBIG_MEDIAN_FRAGMENT_LENGTH	62.0
GSP2_166_UNIQUE_START_SITES	72
GSP2_166_UNIQUE_START_SITES_PERCENT	0.679
GSP2_167_NAME	TP53_chr17_7577100_21_-_A1_GSP2
GSP2_167_TYPE	TARGET
GSP2_167_UNIQUE_READS	91
GSP2_167_RAW_READS	4838
GSP2_167_UNIQUE_READS_PERCENT	0.370
GSP2_167_UNIQUE_RNA_READS	1
GSP2_167_UNIQUE_RNA_READS_PERCENT	0.127
GSP2_167_UNIQUE_RNA_START_SITES	1
GSP2_167_UNIQUE_RNA_START_SITES_PERCENT	0.141
GSP2_167_UNIQUE_RNA_MEAN_FRAGMENT_LENGTH	52.0
GSP2_167_UNIQUE_RNA_MEDIAN_FRAGMENT_LENGTH	52
GSP2_167_UNIQUE_DNA_READS	16
GSP2_167_UNIQUE_DNA_READS_PERCENT	0.123
GSP2_167_UNIQUE_DNA_START_SITES	15
GSP2_167_UNIQUE_DNA_START_SITES_PERCENT	0.229
GSP2_167_UNIQUE_DNA_MEAN_FRAGMENT_LENGTH	195.1875
